id_actividad;Nombre_Actividad;Descripcion_Actividad;Responsable_Principal
790;ELABORACION VELA NAVIDEÑA;"Se llevará a cabo un taller práctico en el que los participantes aprenderán el proceso de elaboración y decoración de velas navideñas, fomentando la creatividad, el trabajo manual y el espíritu festivo, mientras se promueve la apropiación de saberes artesanales y comunitarios.
";FLOR VARGAS - MARTHA TRIANA
791;ENTRENAMIENTO DE FUTBOL;"Se llevará a cabo una sesión de entrenamiento dirigida a niños y jóvenes, enfocada en el desarrollo técnico, táctico y físico, fortaleciendo valores como la disciplina, el respeto y el trabajo en equipo, en el marco de las acciones del área de Territorio Confiable.
";ERIKA PAOLA ACOSTA Y WILLIAM WILCHES
792;TALLER RECICLAJE BOTELLA;"Se llevará a cabo un taller práctico donde los participantes aprenderán a reutilizar botellas plásticas para crear elementos decorativos y funcionales, promoviendo la conciencia ambiental y el aprovechamiento responsable de los residuos, en el marco de las acciones del área de Territorio Confiable.
";YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
793;ACTIVIDAD FISICA;"Se realizan talleres de actividad física en articulación con el Área de Deportes de la Alcaldía Local de San Cristóbal, promoviendo hábitos de vida saludables, el fortalecimiento corporal y la apropiación del espacio público a través del movimiento y la participación comunitaria
";ANA GARCIA-DANILO LOPEZ
794;TALLER DANZAS ;"Se desarrollan talleres de danza folclórica en articulación con el Área de Cultura de la Alcaldía Local de San Cristóbal, donde los participantes aprenden y practican ritmos tradicionales, fortaleciendo la identidad cultural, la expresión artística y la integración comunitaria.
";LINA RUIZ - ALEJANDRO HERRERA                     
795;TALLERES DANZA FOLCLORICA ;Se desarrollan talleres de danza folclórica en articulación con el Área de Cultura de la Alcaldía Local de San Cristóbal, donde los participantes aprenden y practican ritmos tradicionales, fortaleciendo la identidad cultural, la expresión artística y la integración comunitaria;JAVIER E VARGAS - INGRID PINZON
796;TALLERES ACTIVIDAD FISICA;"Se realizan talleres de actividad física en articulación con el Área de Deportes de la Alcaldía Local de San Cristóbal, promoviendo hábitos de vida saludables, el fortalecimiento corporal y la apropiación del espacio público a través del movimiento y la participación comunitaria
";JAVIER E VARGAS/ INGRID PINZON
797;Taller de Danzas;"Se desarrollan talleres de danza folclórica en articulación con el Área de Cultura de la Alcaldía Local de San Cristóbal, donde los participantes aprenden y practican ritmos tradicionales, fortaleciendo la identidad cultural, la expresión artística y la integración comunitaria.
";FERNANDO RAMOS -MILENA RENGIFO
798;Taller de Manualidades;"Se desarrollará un espacio creativo donde los participantes elaborarán elementos decorativos utilizando materiales reciclables y técnicas sencillas, promoviendo la motricidad fina, la creatividad y la apropiación de saberes prácticos útiles para el hogar y el emprendimiento.
";FERNANDO RAMOS -MILENA RENGIFO
799;TALLER RECICLAJE NAVIDAD ;"Se llevará a cabo un taller práctico donde los participantes aprenderán a reutilizar botellas plásticas para crear elementos decorativos y funcionales, promoviendo la conciencia ambiental y el aprovechamiento responsable de los residuos, en el marco de las acciones del área de Territorio Confiable.
";YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
800;TALLER DE MANUALIDADES;"Se desarrolló un espacio creativo donde los participantes elaboraron diferentes piezas decorativas, fortaleciendo habilidades motrices y promoviendo la expresión artística. Esta actividad se realizó en el marco de las acciones del área de Territorio Confiable.
";ANA GARCIA-DANILO LOPEZ
801;TALLER  BISUTERIA  # 4 ;"Se realizará un espacio de aprendizaje creativo en el que los participantes elaborarán accesorios personalizados, fortaleciendo sus habilidades manuales y fomentando el emprendimiento a través del arte, en el marco de las acciones del área de Territorio Confiable.
";LINA RUIZ - ALEJANDRO HERRERA                     
802;DANZA FOLKLORICA;"Se desarrollan talleres de danza folclórica en articulación con el Área de Cultura de la Alcaldía Local de San Cristóbal, donde los participantes aprenden y practican ritmos tradicionales, fortaleciendo la identidad cultural, la expresión artística y la integración comunitaria.
";ERIKA PAOLA ACOSTA
803;ELABORACION ESFEROS PERSONALIZADOS;Se llevará a cabo un taller en el que los participantes aprenderán a decorar y personalizar esferos con diversos materiales, fortaleciendo la creatividad, la motricidad fina y el sentido de pertenencia a través de actividades manuales y expresivas.;FLOR VARGAS - MARTHA TRIANA
804;ELABORACION ESFEROS PERSONALIZADOS;"Se llevará a cabo un taller en el que los participantes aprenderán a decorar y personalizar esferos con diversos materiales, fortaleciendo la creatividad, la motricidad fina y el sentido de pertenencia a través de actividades manuales y expresivas.
";FLOR VARGAS - MARTHA TRIANA
805;Taller sanación ;Se llevará a cabo un espacio de reflexión y bienestar emocional, en el que, a través de la música, las imágenes y el diálogo, los participantes podrán conectar con sus emociones, fortalecer la salud mental y promover la armonía interior y colectiva.;Gloria Becerra -Diana Bilbao -Luzcellys
806;TALLER RECICLAJE BOTELLA 2;"Se llevará a cabo un taller práctico donde los participantes aprenderán a reutilizar botellas plásticas para crear elementos decorativos y funcionales, promoviendo la conciencia ambiental y el aprovechamiento responsable de los residuos, en el marco de las acciones del área de Territorio Confiable.
";YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
807;taller de Danzas;"Se realizará un ensayo para la puesta en escena, en el cual se trabajará la marcación de pasos, la coordinación grupal y el manejo de atuendos, fortaleciendo la expresión corporal y la preparación para la presentación artística.
";FERNANDO RAMOS
808;taller de Danzas;"Se realizará un ensayo para la puesta en escena, en el cual se trabajará la marcación de pasos, la coordinación grupal y el manejo de atuendos, fortaleciendo la expresión corporal y la preparación para la presentación artística.
";FERNANDO RAMOS /MILENA RENJIFO
809;Decoracion de  Cerámica;Se llevará a cabo una jornada creativa donde los participantes aprenderán técnicas básicas de pintura y decoración sobre cerámica, promoviendo la expresión artística, el aprovechamiento del tiempo libre y la apropiación de los espacios comunitarios como entornos de aprendizaje y convivencia;Diana Bilbao - Gloria Becerra
810;TALLER DANZAS;"Se desarrollan talleres de danza folclórica en articulación con el Área de Cultura de la Alcaldía Local de San Cristóbal, donde los participantes aprenden y practican ritmos tradicionales, fortaleciendo la identidad cultural, la expresión artística y la integración comunitaria.
";YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
811;TALLER TRAPILLO # 1;"Se llevará a cabo un espacio creativo donde los participantes aprenderán a elaborar llaveros utilizando trapillo y materiales reutilizables, fortaleciendo habilidades manuales y promoviendo la sostenibilidad ambiental, la apropiación del espacio público y la integración comunitaria en el marco de la estrategia de Territorio Confiable.
";LINA RUIZ - ALEJANDRO HERRERA                     
812;MESA DE TRABAJO;Se desarrolla una mesa de trabajo con la participación de líderes comunitarios, entidades y la Alcaldía Local de San Cristóbal, con el propósito de analizar problemáticas del territorio, proponer soluciones conjuntas y fortalecer la articulación interinstitucional para el bienestar de la comunidad.;JAVIER E VARGAS/ INGRID PINZON
813;Taller Elaboración llavero trapillo;"Se llevará a cabo un espacio creativo donde los participantes aprenderán a elaborar llaveros utilizando trapillo y materiales reutilizables, fortaleciendo habilidades manuales y promoviendo la sostenibilidad ambiental, la apropiación del espacio público y la integración comunitaria en el marco de la estrategia de Territorio Confiable.
";Diana Bilbao 
814;TALLER DE BISUTERIA 1;"Se realizará un espacio de aprendizaje creativo en el que los participantes elaborarán accesorios personalizados, fortaleciendo sus habilidades manuales y fomentando el emprendimiento a través del arte, en el marco de las acciones del área de Territorio Confiable.
";YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
815;Taller de Manualidades;"Se desarrollará un espacio creativo donde los participantes elaborarán elementos decorativos utilizando materiales reciclables y técnicas sencillas, promoviendo la motricidad fina, la creatividad y la apropiación de saberes prácticos útiles para el hogar y el emprendimiento.
";MILENA RENGIFO
816;Taller Elaboración terminación botella amor - aceite;Se llevará a cabo un espacio práctico en el que los participantes aprenderán a reutilizar materiales plásticos para la creación y terminación de botellas de amor, promoviendo el reciclaje, el cuidado ambiental y la participación comunitaria como parte de la estrategia de Territorio Confiable.;Diana Bilbao 
817;Taller elaboración vinagre;"Se llevará a cabo un taller práctico en el que los participantes aprenderán el proceso artesanal para elaborar vinagre a base de productos naturales, promoviendo hábitos sostenibles, el aprovechamiento de residuos orgánicos y el fortalecimiento de saberes comunitarios en el marco de la estrategia de Territorio Confiable.
";Gloria Becerra - Diana Bilbao
818;TALLER RECICLAJE CALABASAS;"Se realizará un espacio creativo donde los participantes elaborarán calabazas decorativas a partir de materiales reciclados, fomentando la reutilización, el cuidado ambiental y la apropiación de saberes sostenibles, en el marco de las acciones del área de Territorio Confiable.
";YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
819;TALLER  EMOCIONES# 1;"Se llevará a cabo un espacio de reflexión y bienestar emocional, en el que, a través de la música, las imágenes y el diálogo, los participantes podrán conectar con sus emociones, fortalecer la salud mental y promover la armonía interior y colectiva.
";LINA RUIZ - ALEJANDRO HERRERA                     
820;ENTRENAMIENTO BALONCESTO;"se desarrollará entrenamiento deportivo de baloncesto, enfocado en fortalecer la técnica, la coordinación y el trabajo en equipo. Durante la sesión se realizarán ejercicios de dribling, pases y lanzamientos, promoviendo hábitos saludables y la adecuada utilización del tiempo libre.
";ANA GARCIA-DANILO LOPEZ
821;Taller de Danzas;"Se realizará un ensayo para la puesta en escena, en el cual se trabajará la marcación de pasos, la coordinación grupal y el manejo de atuendos, fortaleciendo la expresión corporal y la preparación para la presentación artística.
";FERNANDO RAMOS -MILENA RENJIFO
822;TALLER RECICLAJE DIFRACES;"Se llevará a cabo una actividad lúdica en la que los participantes crearán disfraces utilizando materiales reciclados, promoviendo la creatividad, la sostenibilidad ambiental y el aprovechamiento responsable de los recursos, en el marco de las acciones del área de Territorio Confiable.
";YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
823;TALLER TRAPILLO # 2;"Se llevará a cabo un espacio creativo donde los participantes aprenderán a elaborar llaveros utilizando trapillo y materiales reutilizables, fortaleciendo habilidades manuales y promoviendo la sostenibilidad ambiental, la apropiación del espacio público y la integración comunitaria en el marco de la estrategia de Territorio Confiable.
";LINA RUIZ - ALEJANDRO HERRERA                     
824;TALLER RECICLAJE;"Se desarrollará un espacio creativo donde los participantes elaborarán elementos decorativos utilizando materiales reciclables y técnicas sencillas, promoviendo la motricidad fina, la creatividad y la apropiación de saberes prácticos útiles para el hogar y el emprendimiento.
";LINA RUIZ - ALEJANDRO HERRERA                     
825;Belleza confiable;"Se llevará a cabo un espacio formativo donde los participantes aprenderán técnicas básicas de cuidado estético y principios de bioseguridad, fomentando el autocuidado, la autoestima y el emprendimiento. Esta actividad buscará fortalecer habilidades personales y sociales en el marco de la estrategia de Territorio Confiable.
";Gloria Becerra - Diana Bilbao
826;TALLER DE BISUTERIA 2;"Se realizará un espacio de aprendizaje creativo en el que los participantes elaborarán accesorios personalizados, fortaleciendo sus habilidades manuales y fomentando el emprendimiento a través del arte, en el marco de las acciones del área de Territorio Confiable.
";YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
827;TALLERES DANZA FOLCLORICA ;Se desarrollan talleres de danza folclórica en articulación con el Área de Cultura de la Alcaldía Local de San Cristóbal, donde los participantes aprenden y practican ritmos tradicionales, fortaleciendo la identidad cultural, la expresión artística y la integración comunitaria;JAVIER E VARGAS/ INGRID PINZON
828;Taller de Danzas;"Se desarrollan talleres de danza folclórica en articulación con el Área de Cultura de la Alcaldía Local de San Cristóbal, donde los participantes aprenden y practican ritmos tradicionales, fortaleciendo la identidad cultural, la expresión artística y la integración comunitaria.
";MILENA RENGIFO-
829;Taller elaboración muñeco navidad ;Se llevará a cabo una jornada creativa donde los participantes aprenderán a confeccionar muñecos navideños utilizando materiales reciclables y técnicas manuales, fomentando la integración comunitaria, el trabajo en equipo y el aprovechamiento responsable de los recursos en el marco de la estrategia de Territorio Confiable.;Diana Bilbao 
